0,128,26,38,2,0.668
1,128,26,38,2,0.564
2,128,26,38,2,0.465
3,128,26,38,2,0.421
4,128,26,38,2,0.386
5,128,26,38,2,0.341
6,128,26,38,2,0.323
7,128,26,38,2,0.289
8,128,26,38,2,0.273
9,128,26,38,2,0.26
10,128,26,38,2,0.249
11,128,26,38,2,0.232
12,128,26,38,2,0.219
13,128,26,38,2,0.204
14,128,26,38,2,0.197
15,128,26,38,2,0.19
16,128,26,38,2,0.181
17,128,26,38,2,0.174
18,128,26,38,2,0.167
19,128,26,38,2,0.162
0,128,26,38,2,0.624
1,128,26,38,2,0.459
2,128,26,38,2,0.402
3,128,26,38,2,0.373
4,128,26,38,2,0.354
5,128,26,38,2,0.344
6,128,26,38,2,0.312
7,128,26,38,2,0.296
8,128,26,38,2,0.279
9,128,26,38,2,0.259
10,128,26,38,2,0.255
11,128,26,38,2,0.238
12,128,26,38,2,0.225
13,128,26,38,2,0.22
14,128,26,38,2,0.21
15,128,26,38,2,0.199
16,128,26,38,2,0.191
17,128,26,38,2,0.188
18,128,26,38,2,0.178
19,128,26,38,2,0.172
0,128,26,38,2,0.636
1,128,26,38,2,0.477
2,128,26,38,2,0.404
3,128,26,38,2,0.379
4,128,26,38,2,0.347
5,128,26,38,2,0.317
6,128,26,38,2,0.299
7,128,26,38,2,0.269
8,128,26,38,2,0.252
9,128,26,38,2,0.247
10,128,26,38,2,0.223
11,128,26,38,2,0.216
12,128,26,38,2,0.2
13,128,26,38,2,0.198
14,128,26,38,2,0.188
15,128,26,38,2,0.173
16,128,26,38,2,0.166
17,128,26,38,2,0.159
18,128,26,38,2,0.153
19,128,26,38,2,0.141
0,128,26,38,2,0.659
1,128,26,38,2,0.476
2,128,26,38,2,0.372
3,128,26,38,2,0.339
4,128,26,38,2,0.308
5,128,26,38,2,0.288
6,128,26,38,2,0.282
7,128,26,38,2,0.26
8,128,26,38,2,0.239
9,128,26,38,2,0.232
10,128,26,38,2,0.224
11,128,26,38,2,0.211
12,128,26,38,2,0.2
13,128,26,38,2,0.2
14,128,26,38,2,0.194
15,128,26,38,2,0.186
16,128,26,38,2,0.18
17,128,26,38,2,0.168
18,128,26,38,2,0.165
19,128,26,38,2,0.161
0,128,26,38,2,0.654
1,128,26,38,2,0.473
2,128,26,38,2,0.387
3,128,26,38,2,0.341
4,128,26,38,2,0.318
5,128,26,38,2,0.3
6,128,26,38,2,0.283
7,128,26,38,2,0.264
8,128,26,38,2,0.251
9,128,26,38,2,0.243
10,128,26,38,2,0.235
11,128,26,38,2,0.22
12,128,26,38,2,0.214
13,128,26,38,2,0.214
14,128,26,38,2,0.196
15,128,26,38,2,0.199
16,128,26,38,2,0.188
17,128,26,38,2,0.18
18,128,26,38,2,0.176
19,128,26,38,2,0.168
0,128,26,38,2,0.644
1,128,26,38,2,0.453
2,128,26,38,2,0.379
3,128,26,38,2,0.348
4,128,26,38,2,0.318
5,128,26,38,2,0.298
6,128,26,38,2,0.278
7,128,26,38,2,0.274
8,128,26,38,2,0.252
9,128,26,38,2,0.237
10,128,26,38,2,0.226
11,128,26,38,2,0.215
12,128,26,38,2,0.206
13,128,26,38,2,0.2
14,128,26,38,2,0.186
15,128,26,38,2,0.179
16,128,26,38,2,0.166
17,128,26,38,2,0.157
18,128,26,38,2,0.157
19,128,26,38,2,0.147
0,128,26,38,2,0.633
1,128,26,38,2,0.527
2,128,26,38,2,0.447
3,128,26,38,2,0.392
4,128,26,38,2,0.353
5,128,26,38,2,0.315
6,128,26,38,2,0.292
7,128,26,38,2,0.276
8,128,26,38,2,0.26
9,128,26,38,2,0.244
10,128,26,38,2,0.237
11,128,26,38,2,0.232
12,128,26,38,2,0.223
13,128,26,38,2,0.21
14,128,26,38,2,0.204
15,128,26,38,2,0.189
16,128,26,38,2,0.186
17,128,26,38,2,0.181
18,128,26,38,2,0.175
19,128,26,38,2,0.166
0,128,26,38,2,0.659
1,128,26,38,2,0.459
2,128,26,38,2,0.352
3,128,26,38,2,0.327
4,128,26,38,2,0.298
5,128,26,38,2,0.279
6,128,26,38,2,0.25
7,128,26,38,2,0.24
8,128,26,38,2,0.229
9,128,26,38,2,0.212
10,128,26,38,2,0.197
11,128,26,38,2,0.195
12,128,26,38,2,0.184
13,128,26,38,2,0.178
14,128,26,38,2,0.171
15,128,26,38,2,0.167
16,128,26,38,2,0.157
17,128,26,38,2,0.156
18,128,26,38,2,0.148
19,128,26,38,2,0.142
0,128,26,38,2,0.616
1,128,26,38,2,0.473
2,128,26,38,2,0.417
3,128,26,38,2,0.374
4,128,26,38,2,0.354
5,128,26,38,2,0.326
6,128,26,38,2,0.306
7,128,26,38,2,0.291
8,128,26,38,2,0.278
9,128,26,38,2,0.276
10,128,26,38,2,0.253
11,128,26,38,2,0.243
12,128,26,38,2,0.235
13,128,26,38,2,0.227
14,128,26,38,2,0.217
15,128,26,38,2,0.212
16,128,26,38,2,0.192
17,128,26,38,2,0.193
18,128,26,38,2,0.184
19,128,26,38,2,0.17
0,128,26,38,2,0.692
1,128,26,38,2,0.692
2,128,26,38,2,0.692
3,128,26,38,2,0.692
4,128,26,38,2,0.692
5,128,26,38,2,0.692
6,128,26,38,2,0.692
7,128,26,38,2,0.692
8,128,26,38,2,0.692
9,128,26,38,2,0.692
10,128,26,38,2,0.692
11,128,26,38,2,0.692
12,128,26,38,2,0.692
13,128,26,38,2,0.692
14,128,26,38,2,0.692
15,128,26,38,2,0.692
16,128,26,38,2,0.692
17,128,26,38,2,0.692
18,128,26,38,2,0.692
19,128,26,38,2,0.692
0,128,26,38,2,0.601
1,128,26,38,2,0.472
2,128,26,38,2,0.401
3,128,26,38,2,0.368
4,128,26,38,2,0.343
5,128,26,38,2,0.323
6,128,26,38,2,0.302
7,128,26,38,2,0.286
8,128,26,38,2,0.273
9,128,26,38,2,0.267
10,128,26,38,2,0.254
11,128,26,38,2,0.245
12,128,26,38,2,0.235
13,128,26,38,2,0.229
14,128,26,38,2,0.225
15,128,26,38,2,0.214
16,128,26,38,2,0.215
17,128,26,38,2,0.208
18,128,26,38,2,0.195
19,128,26,38,2,0.193
0,128,26,38,2,0.646
1,128,26,38,2,0.541
2,128,26,38,2,0.48
3,128,26,38,2,0.441
4,128,26,38,2,0.415
5,128,26,38,2,0.359
6,128,26,38,2,0.324
7,128,26,38,2,0.3
8,128,26,38,2,0.275
9,128,26,38,2,0.256
10,128,26,38,2,0.246
11,128,26,38,2,0.228
12,128,26,38,2,0.211
13,128,26,38,2,0.202
14,128,26,38,2,0.193
15,128,26,38,2,0.184
16,128,26,38,2,0.176
17,128,26,38,2,0.162
18,128,26,38,2,0.154
19,128,26,38,2,0.152
0,128,26,38,2,0.6
1,128,26,38,2,0.472
2,128,26,38,2,0.402
3,128,26,38,2,0.371
4,128,26,38,2,0.338
5,128,26,38,2,0.321
6,128,26,38,2,0.297
7,128,26,38,2,0.287
8,128,26,38,2,0.274
9,128,26,38,2,0.26
10,128,26,38,2,0.251
11,128,26,38,2,0.24
12,128,26,38,2,0.236
13,128,26,38,2,0.232
14,128,26,38,2,0.208
15,128,26,38,2,0.209
16,128,26,38,2,0.208
17,128,26,38,2,0.198
18,128,26,38,2,0.188
19,128,26,38,2,0.19
0,128,26,38,2,0.592
1,128,26,38,2,0.463
2,128,26,38,2,0.407
3,128,26,38,2,0.382
4,128,26,38,2,0.363
5,128,26,38,2,0.333
6,128,26,38,2,0.328
7,128,26,38,2,0.311
8,128,26,38,2,0.298
9,128,26,38,2,0.296
10,128,26,38,2,0.277
11,128,26,38,2,0.27
12,128,26,38,2,0.265
13,128,26,38,2,0.249
14,128,26,38,2,0.248
15,128,26,38,2,0.241
16,128,26,38,2,0.233
17,128,26,38,2,0.224
18,128,26,38,2,0.222
19,128,26,38,2,0.219
0,128,26,38,2,0.692
1,128,26,38,2,0.684
2,128,26,38,2,0.668
3,128,26,38,2,0.635
4,128,26,38,2,0.528
5,128,26,38,2,0.404
6,128,26,38,2,0.359
7,128,26,38,2,0.32
8,128,26,38,2,0.305
9,128,26,38,2,0.285
10,128,26,38,2,0.268
11,128,26,38,2,0.255
12,128,26,38,2,0.245
13,128,26,38,2,0.234
14,128,26,38,2,0.221
15,128,26,38,2,0.216
16,128,26,38,2,0.21
17,128,26,38,2,0.208
18,128,26,38,2,0.203
19,128,26,38,2,0.184
0,128,26,38,2,0.601
1,128,26,38,2,0.478
2,128,26,38,2,0.393
3,128,26,38,2,0.351
4,128,26,38,2,0.318
5,128,26,38,2,0.299
6,128,26,38,2,0.283
7,128,26,38,2,0.273
8,128,26,38,2,0.262
9,128,26,38,2,0.247
10,128,26,38,2,0.242
11,128,26,38,2,0.232
12,128,26,38,2,0.218
13,128,26,38,2,0.215
14,128,26,38,2,0.204
15,128,26,38,2,0.194
16,128,26,38,2,0.189
17,128,26,38,2,0.181
18,128,26,38,2,0.176
19,128,26,38,2,0.17
0,128,26,38,2,0.595
1,128,26,38,2,0.454
2,128,26,38,2,0.389
3,128,26,38,2,0.358
4,128,26,38,2,0.328
5,128,26,38,2,0.305
6,128,26,38,2,0.279
7,128,26,38,2,0.263
8,128,26,38,2,0.251
9,128,26,38,2,0.239
10,128,26,38,2,0.234
11,128,26,38,2,0.223
12,128,26,38,2,0.208
13,128,26,38,2,0.208
14,128,26,38,2,0.193
15,128,26,38,2,0.185
16,128,26,38,2,0.177
17,128,26,38,2,0.167
18,128,26,38,2,0.169
19,128,26,38,2,0.164
0,128,26,38,2,0.604
1,128,26,38,2,0.466
2,128,26,38,2,0.394
3,128,26,38,2,0.345
4,128,26,38,2,0.318
5,128,26,38,2,0.289
6,128,26,38,2,0.27
7,128,26,38,2,0.262
8,128,26,38,2,0.253
9,128,26,38,2,0.237
10,128,26,38,2,0.227
11,128,26,38,2,0.216
12,128,26,38,2,0.215
13,128,26,38,2,0.203
14,128,26,38,2,0.195
15,128,26,38,2,0.189
16,128,26,38,2,0.178
17,128,26,38,2,0.175
18,128,26,38,2,0.168
19,128,26,38,2,0.166
0,128,26,38,2,0.647
1,128,26,38,2,0.521
2,128,26,38,2,0.42
3,128,26,38,2,0.363
4,128,26,38,2,0.328
5,128,26,38,2,0.305
6,128,26,38,2,0.277
7,128,26,38,2,0.271
8,128,26,38,2,0.251
9,128,26,38,2,0.241
10,128,26,38,2,0.226
11,128,26,38,2,0.221
12,128,26,38,2,0.208
13,128,26,38,2,0.199
14,128,26,38,2,0.188
15,128,26,38,2,0.181
16,128,26,38,2,0.173
17,128,26,38,2,0.167
18,128,26,38,2,0.158
19,128,26,38,2,0.149
0,128,26,38,2,0.588
1,128,26,38,2,0.449
2,128,26,38,2,0.376
3,128,26,38,2,0.348
4,128,26,38,2,0.325
5,128,26,38,2,0.302
6,128,26,38,2,0.29
7,128,26,38,2,0.276
8,128,26,38,2,0.259
9,128,26,38,2,0.251
10,128,26,38,2,0.246
11,128,26,38,2,0.233
12,128,26,38,2,0.224
13,128,26,38,2,0.21
14,128,26,38,2,0.208
15,128,26,38,2,0.194
16,128,26,38,2,0.188
17,128,26,38,2,0.185
18,128,26,38,2,0.177
19,128,26,38,2,0.171
